GeneId	GeneName	GOIds	GoNames	Type
MGI:MGI:95819	Grin1	GO:0014069|GO:1902952|GO:0008344|GO:0005234|GO:1905429|GO:0030426|GO:0030425|GO:0043195|GO:0046982|GO:0005509|GO:0043197|GO:0019902|GO:0060079|GO:0060076|GO:0007268|GO:0008355|GO:0046983|GO:0005886|GO:0005516|GO:0005515|GO:0042391|GO:0043083|GO:0019233|GO:0010942|GO:0055074|GO:0043523|GO:0045944|GO:0048814|GO:0043524|GO:1903428|GO:0006811|GO:0006812|GO:0051262|GO:0006816|GO:0016594|GO:0016595|GO:0098839|GO:0035254|GO:0060134|GO:0050905|GO:0042165|GO:0005102|GO:0001661|GO:0005216|GO:0005737|GO:0010646|GO:0010524|GO:0035249|GO:0008021|GO:0022849|GO:0022843|GO:0008542|GO:0043025|GO:0045202|GO:0007612|GO:0008306|GO:0007613|GO:0051290|GO:0007611|GO:0045211|GO:0048169|GO:0048168|GO:0048167|GO:0017146|GO:0032403|GO:0035235|GO:0051963|GO:0007585|GO:0021987|GO:0043278|GO:0097060|GO:0004872|GO:0006810|GO:0021586|GO:0007616|GO:0030054|GO:0032590|GO:1904315|GO:0005887|GO:0045471|GO:0001964|GO:0050770|GO:0001967|GO:0035176|GO:0044307|GO:0060179|GO:0005262|GO:0005261|GO:0005783|GO:0043576|GO:0004970|GO:0004972|GO:0006874|GO:0009986|GO:0097553|GO:0001975|GO:0048511|GO:0016020|GO:0043065|GO:0016021|GO:2000463|GO:0018964|GO:0019899	postsynaptic density|positive regulation of dendritic spine maintenance|adult locomotory behavior|extracellularly glutamate-gated ion channel activity|response to glycine|growth cone|dendrite|terminal bouton|protein heterodimerization activity|calcium ion binding|dendritic spine|phosphatase binding|excitatory postsynaptic potential|excitatory synapse|chemical synaptic transmission|olfactory learning|protein dimerization activity|plasma membrane|calmodulin binding|protein binding|regulation of membrane potential|synaptic cleft|sensory perception of pain|positive regulation of cell death|calcium ion homeostasis|regulation of neuron apoptotic process|positive regulation of transcription from RNA polymerase II promoter|regulation of dendrite morphogenesis|negative regulation of neuron apoptotic process|positive regulation of reactive oxygen species biosynthetic process|ion transport|cation transport|protein tetramerization|calcium ion transport|glycine binding|glutamate binding|postsynaptic density membrane|glutamate receptor binding|prepulse inhibition|neuromuscular process|neurotransmitter binding|receptor binding|conditioned taste aversion|ion channel activity|cytoplasm|regulation of cell communication|positive regulation of calcium ion transport into cytosol|synaptic transmission, glutamatergic|synaptic vesicle|glutamate-gated calcium ion channel activity|voltage-gated cation channel activity|visual learning|neuronal cell body|synapse|learning|associative learning|memory|protein heterotetramerization|learning or memory|postsynaptic membrane|regulation of long-term neuronal synaptic plasticity|regulation of neuronal synaptic plasticity|regulation of synaptic plasticity|NMDA selective glutamate receptor complex|protein complex binding|ionotropic glutamate receptor signaling pathway|regulation of synapse assembly|respiratory gaseous exchange|cerebral cortex development|response to morphine|synaptic membrane|receptor activity|transport|pons maturation|long-term memory|cell junction|dendrite membrane|transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential|integral component of plasma membrane|response to ethanol|startle response|regulation of axonogenesis|suckling behavior|social behavior|dendritic branch|male mating behavior|calcium channel activity|cation channel activity|endoplasmic reticulum|regulation of respiratory gaseous exchange|ionotropic glutamate receptor activity|NMDA glutamate receptor activity|cellular calcium ion homeostasis|cell surface|calcium ion transmembrane import into cytosol|response to amphetamine|rhythmic process|membrane|positive regulation of apoptotic process|integral component of membrane|positive regulation of excitatory postsynaptic potential|propylene metabolic process|enzyme binding	GluRzeta1|M100174|Nmdar|NMDAR1|NR1|Rgsc174	protein
MGI:MGI:95818	Grik5	GO:0042734|GO:0014069|GO:0015277|GO:0008066|GO:0043025|GO:0045202|GO:0008328|GO:0043204|GO:0005234|GO:0043005|GO:0043525|GO:0006621|GO:0030425|GO:0006811|GO:0043195|GO:0045211|GO:0030165|GO:0031630|GO:0032983|GO:0017124|GO:0051649|GO:0030424|GO:0042802|GO:0060079|GO:0007268|GO:0005783|GO:0043113|GO:0004872|GO:0004970|GO:0006810|GO:0005886|GO:0005216|GO:0005515|GO:0042391|GO:0016020|GO:0016021|GO:0030054|GO:0035249	presynaptic membrane|postsynaptic density|kainate selective glutamate receptor activity|glutamate receptor activity|neuronal cell body|synapse|ionotropic glutamate receptor complex|perikaryon|extracellularly glutamate-gated ion channel activity|neuron projection|positive regulation of neuron apoptotic process|protein retention in ER lumen|dendrite|ion transport|terminal bouton|postsynaptic membrane|PDZ domain binding|regulation of synaptic vesicle fusion to presynaptic active zone membrane|kainate selective glutamate receptor complex|SH3 domain binding|establishment of localization in cell|axon|identical protein binding|excitatory postsynaptic potential|chemical synaptic transmission|endoplasmic reticulum|receptor clustering|receptor activity|ionotropic glutamate receptor activity|transport|plasma membrane|ion channel activity|protein binding|regulation of membrane potential|membrane|integral component of membrane|cell junction|synaptic transmission, glutamatergic	GluRgamma2|KA2	protein
MGI:MGI:95817	Grik4	GO:0042734|GO:0045202|GO:0004872|GO:0043204|GO:0004970|GO:0005234|GO:0006810|GO:0005886|GO:0005216|GO:0005634|GO:0030425|GO:0006811|GO:0005515|GO:0043195|GO:0045211|GO:0016020|GO:0016021|GO:0030054|GO:0032983|GO:0030424	presynaptic membrane|synapse|receptor activity|perikaryon|ionotropic glutamate receptor activity|extracellularly glutamate-gated ion channel activity|transport|plasma membrane|ion channel activity|nucleus|dendrite|ion transport|protein binding|terminal bouton|postsynaptic membrane|membrane|integral component of membrane|cell junction|kainate selective glutamate receptor complex|axon	6330551K01Rik|GluRgamma1|KA1|KA-1	protein
MGI:MGI:95816	Grik3	GO:0015277|GO:0008066|GO:0045202|GO:0007216|GO:0043204|GO:0005234|GO:0007215|GO:0005887|GO:0030425|GO:0006811|GO:0043195|GO:0045211|GO:0051967|GO:0030424|GO:0004872|GO:0004970|GO:0006810|GO:0005886|GO:0001640|GO:0005216|GO:0005515|GO:0042391|GO:0016020|GO:0032839|GO:0016021|GO:0030054	kainate selective glutamate receptor activity|glutamate receptor activity|synapse|G-protein coupled glutamate receptor signaling pathway|perikaryon|extracellularly glutamate-gated ion channel activity|glutamate receptor signaling pathway|integral component of plasma membrane|dendrite|ion transport|terminal bouton|postsynaptic membrane|negative regulation of synaptic transmission, glutamatergic|axon|receptor activity|ionotropic glutamate receptor activity|transport|plasma membrane|adenylate cyclase inhibiting G-protein coupled glutamate receptor activity|ion channel activity|protein binding|regulation of membrane potential|membrane|dendrite cytoplasm|integral component of membrane|cell junction	Glur7|Glur-7	protein
MGI:MGI:95815	Grik2	GO:0042734|GO:0014069|GO:0015277|GO:0008066|GO:0043025|GO:0045202|GO:0006886|GO:0005234|GO:0030425|GO:0043195|GO:0045211|GO:0048169|GO:0051967|GO:0030424|GO:0051402|GO:0060079|GO:0050806|GO:0007268|GO:0043113|GO:0004872|GO:0006810|GO:0005886|GO:0031624|GO:0005515|GO:0031625|GO:0042391|GO:0032839|GO:0060080|GO:0030054|GO:0050804|GO:0048172|GO:0008328|GO:0043204|GO:0043525|GO:0043524|GO:0005887|GO:0006811|GO:0030165|GO:0032983|GO:0019228|GO:0042802|GO:0042803|GO:0004970|GO:0001662|GO:0006874|GO:0046328|GO:0005216|GO:0016020|GO:0016021|GO:0035249	presynaptic membrane|postsynaptic density|kainate selective glutamate receptor activity|glutamate receptor activity|neuronal cell body|synapse|intracellular protein transport|extracellularly glutamate-gated ion channel activity|dendrite|terminal bouton|postsynaptic membrane|regulation of long-term neuronal synaptic plasticity|negative regulation of synaptic transmission, glutamatergic|axon|neuron apoptotic process|excitatory postsynaptic potential|positive regulation of synaptic transmission|chemical synaptic transmission|receptor clustering|receptor activity|transport|plasma membrane|ubiquitin conjugating enzyme binding|protein binding|ubiquitin protein ligase binding|regulation of membrane potential|dendrite cytoplasm|inhibitory postsynaptic potential|cell junction|modulation of chemical synaptic transmission|regulation of short-term neuronal synaptic plasticity|ionotropic glutamate receptor complex|perikaryon|positive regulation of neuron apoptotic process|negative regulation of neuron apoptotic process|integral component of plasma membrane|ion transport|PDZ domain binding|kainate selective glutamate receptor complex|neuronal action potential|identical protein binding|protein homodimerization activity|ionotropic glutamate receptor activity|behavioral fear response|cellular calcium ion homeostasis|regulation of JNK cascade|ion channel activity|membrane|integral component of membrane|synaptic transmission, glutamatergic	Glur6|Glur-6|Glurbeta2	protein
MGI:MGI:95814	Grik1	GO:0042734|GO:0014069|GO:0015277|GO:0008144|GO:0032230|GO:0007399|GO:0022843|GO:0043025|GO:0045202|GO:0008328|GO:0005234|GO:0030425|GO:0006811|GO:0032229|GO:0043195|GO:0045211|GO:0048169|GO:0048266|GO:0032983|GO:0016595|GO:0051967|GO:0035235|GO:0060079|GO:0042803|GO:0014054|GO:0043235|GO:0004872|GO:0004970|GO:0006810|GO:0005886|GO:0005216|GO:0005515|GO:0042391|GO:0016020|GO:0016021|GO:0060080|GO:0030054|GO:0051899|GO:0048172|GO:0030534|GO:0035249	presynaptic membrane|postsynaptic density|kainate selective glutamate receptor activity|drug binding|positive regulation of synaptic transmission, GABAergic|nervous system development|voltage-gated cation channel activity|neuronal cell body|synapse|ionotropic glutamate receptor complex|extracellularly glutamate-gated ion channel activity|dendrite|ion transport|negative regulation of synaptic transmission, GABAergic|terminal bouton|postsynaptic membrane|regulation of long-term neuronal synaptic plasticity|behavioral response to pain|kainate selective glutamate receptor complex|glutamate binding|negative regulation of synaptic transmission, glutamatergic|ionotropic glutamate receptor signaling pathway|excitatory postsynaptic potential|protein homodimerization activity|positive regulation of gamma-aminobutyric acid secretion|receptor complex|receptor activity|ionotropic glutamate receptor activity|transport|plasma membrane|ion channel activity|protein binding|regulation of membrane potential|membrane|integral component of membrane|inhibitory postsynaptic potential|cell junction|membrane depolarization|regulation of short-term neuronal synaptic plasticity|adult behavior|synaptic transmission, glutamatergic	A830007B11Rik|D16Ium24|D16Ium24e|GluK5|Glur5|Glur-5|Glurbeta1	protein
MGI:MGI:95813	Grid2	GO:0014069|GO:0036477|GO:0007157|GO:1900454|GO:0045202|GO:0008328|GO:0043523|GO:0005234|GO:0006811|GO:0045211|GO:0043197|GO:0030165|GO:0010975|GO:0051965|GO:0021707|GO:0042802|GO:0060079|GO:0060134|GO:1904861|GO:0004872|GO:0004970|GO:0006810|GO:0005886|GO:0005216|GO:0097110|GO:0005515|GO:0016020|GO:0016021|GO:0030054|GO:0034613|GO:0035249	postsynaptic density|somatodendritic compartment|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|positive regulation of long term synaptic depression|synapse|ionotropic glutamate receptor complex|regulation of neuron apoptotic process|extracellularly glutamate-gated ion channel activity|ion transport|postsynaptic membrane|dendritic spine|PDZ domain binding|regulation of neuron projection development|positive regulation of synapse assembly|cerebellar granule cell differentiation|identical protein binding|excitatory postsynaptic potential|prepulse inhibition|excitatory synapse assembly|receptor activity|ionotropic glutamate receptor activity|transport|plasma membrane|ion channel activity|scaffold protein binding|protein binding|membrane|integral component of membrane|cell junction|cellular protein localization|synaptic transmission, glutamatergic	B230104L07Rik|GluRdelta2|tpr	protein
MGI:MGI:95812	Grid1	GO:0035176|GO:0045202|GO:0004872|GO:0004970|GO:0005234|GO:0006810|GO:0005886|GO:0005216|GO:0006811|GO:0005515|GO:0070062|GO:0045211|GO:0016020|GO:0016021|GO:0030054	social behavior|synapse|receptor activity|ionotropic glutamate receptor activity|extracellularly glutamate-gated ion channel activity|transport|plasma membrane|ion channel activity|ion transport|protein binding|extracellular exosome|postsynaptic membrane|membrane|integral component of membrane|cell junction	GluRdelta1	protein
MGI:MGI:95811	Gria4	GO:0014069|GO:1903561|GO:0043025|GO:0045202|GO:0005234|GO:0042995|GO:0030425|GO:0006811|GO:0043195|GO:0045211|GO:0043197|GO:0032983|GO:0051968|GO:0032281|GO:0042802|GO:0007268|GO:0004872|GO:0004971|GO:0004970|GO:0006810|GO:0005886|GO:0005216|GO:0005515|GO:0016020|GO:0016021|GO:0030054|GO:0050804	postsynaptic density|extracellular vesicle|neuronal cell body|synapse|extracellularly glutamate-gated ion channel activity|cell projection|dendrite|ion transport|terminal bouton|postsynaptic membrane|dendritic spine|kainate selective glutamate receptor complex|positive regulation of synaptic transmission, glutamatergic|AMPA glutamate receptor complex|identical protein binding|chemical synaptic transmission|receptor activity|AMPA glutamate receptor activity|ionotropic glutamate receptor activity|transport|plasma membrane|ion channel activity|protein binding|membrane|integral component of membrane|cell junction|modulation of chemical synaptic transmission	Glur4|Glur-4|Gluralpha4|spkw1	protein
MGI:MGI:95810	Gria3	GO:0014069|GO:0043025|GO:0045202|GO:0043204|GO:0005234|GO:0030425|GO:0006811|GO:0043195|GO:0045211|GO:0043198|GO:0043197|GO:0030165|GO:0032281|GO:0043234|GO:0004872|GO:0004971|GO:0004970|GO:0006810|GO:0001540|GO:0005886|GO:0005216|GO:0005515|GO:0043083|GO:0016020|GO:0016021|GO:0030054|GO:0032279|GO:0001919	postsynaptic density|neuronal cell body|synapse|perikaryon|extracellularly glutamate-gated ion channel activity|dendrite|ion transport|terminal bouton|postsynaptic membrane|dendritic shaft|dendritic spine|PDZ domain binding|AMPA glutamate receptor complex|protein complex|receptor activity|AMPA glutamate receptor activity|ionotropic glutamate receptor activity|transport|amyloid-beta binding|plasma membrane|ion channel activity|protein binding|synaptic cleft|membrane|integral component of membrane|cell junction|asymmetric synapse|regulation of receptor recycling	2900064I19Rik|Glur3|Glur-3|Gluralpha3	protein
